sn,name,price
766,Avocado,250.00
767,Avocado,250.00
768,Avocado,250.00
769,Avocado,225.00
770,Avocado,225.00
771,Avocado,250.00
772,Avocado,250.00
773,Avocado,250.00
774,Avocado,250.00
775,Avocado,275.00
776,Avocado,275.00
777,Avocado,275.00
778,Avocado,275.00
779,Avocado,275.00
780,Avocado,300.00
781,Avocado,275.00
782,Avocado,275.00
783,Avocado,275.00
784,Avocado,275.00
785,Avocado,275.00
786,Avocado,275.00
787,Avocado,275.00
788,Avocado,275.00
789,Avocado,275.00
790,Avocado,275.00
791,Avocado,275.00
792,Avocado,275.00
793,Avocado,275.00
794,Avocado,275.00
795,Avocado,275.00
796,Avocado,275.00
797,Avocado,275.00
798,Avocado,275.00
799,Avocado,275.00
800,Avocado,275.00
801,Avocado,275.00
802,Avocado,300.00
803,Avocado,275.00
804,Avocado,275.00
805,Avocado,275.00
806,Avocado,275.00
807,Avocado,275.00
808,Avocado,325.00
809,Avocado,275.00
810,Avocado,275.00
811,Avocado,275.00
812,Avocado,275.00
813,Avocado,275.00
814,Avocado,325.00
815,Avocado,325.00
816,Avocado,325.00
817,Avocado,325.00
818,Avocado,325.00
819,Avocado,325.00
820,Avocado,325.00
821,Avocado,325.00
822,Avocado,326.67
823,Avocado,326.67
824,Avocado,350.00
825,Avocado,350.00
826,Avocado,350.00
827,Avocado,350.00
828,Avocado,350.00
829,Avocado,350.00
830,Avocado,350.00
831,Avocado,350.00
832,Avocado,350.00
833,Avocado,425.00
834,Avocado,450.00
835,Avocado,450.00
836,Avocado,450.00
837,Avocado,450.00
838,Avocado,450.00
839,Avocado,525.00
840,Avocado,550.00
841,Avocado,550.00
