sn,name ,price
587,Mint,95.00
588,Mint,95.00
589,Mint,95.00
590,Mint,95.00
591,Mint,95.00
592,Mint,95.00
593,Mint,95.00
594,Mint,95.00
595,Mint,95.00
596,Mint,95.00
597,Mint,95.00
598,Mint,95.00
599,Mint,95.00
600,Mint,75.00
601,Mint,95.00
602,Mint,95.00
603,Mint,95.00
604,Mint,95.00
605,Mint,95.00
606,Mint,95.00
607,Mint,95.00
608,Mint,95.00
609,Mint,65.00
610,Mint,95.00
611,Mint,95.00
612,Mint,95.00
613,Mint,95.00
614,Mint,95.00
615,Mint,95.00
616,Mint,95.00
617,Mint,95.00
618,Mint,95.00
619,Mint,95.00
620,Mint,95.00
621,Mint,95.00
622,Mint,95.00
623,Mint,95.00
624,Mint,95.00
625,Mint,95.00
626,Mint,95.00
627,Mint,95.00
628,Mint,95.00
629,Mint,95.00
630,Mint,95.00
631,Mint,95.00
632,Mint,95.00
633,Mint,95.00
634,Mint,95.00
635,Mint,95.00
636,Mint,95.00
637,Mint,95.00
638,Mint,95.00
639,Mint,95.00
640,Mint,95.00
641,Mint,95.00
642,Mint,95.00
643,Mint,95.00
644,Mint,95.00
645,Mint,95.00
646,Mint,95.00
647,Mint,95.00
648,Mint,95.00
649,Mint,95.00
650,Mint,95.00
651,Mint,85.00
652,Mint,95.00
653,Mint,85.00
654,Mint,85.00
655,Mint,85.00
656,Mint,85.00
657,Mint,85.00
658,Mint,85.00
659,Mint,85.00
660,Mint,85.00
661,Mint,85.00
662,Mint,85.00
663,Mint,85.00
664,Mint,85.00
665,Mint,85.00
666,Mint,85.00
667,Mint,85.00
668,Mint,85.00
669,Mint,85.00
670,Mint,85.00
671,Mint,85.00
672,Mint,85.00
673,Mint,85.00
674,Mint,85.00
675,Mint,85.00
676,Mint,85.00
677,Mint,65.00
678,Mint,85.00
679,Mint,85.00
680,Mint,85.00
681,Mint,85.00
682,Mint,85.00
683,Mint,85.00
684,Mint,85.00
685,Mint,85.00
686,Mint,85.00
687,Mint,65.00
688,Mint,85.00
689,Mint,85.00
690,Mint,83.00
691,Mint,85.00
692,Mint,75.00
693,Mint,75.00
694,Mint,75.00
695,Mint,75.00
696,Mint,75.00
697,Mint,75.00
698,Mint,75.00
699,Mint,85.00
700,Mint,75.00
701,Mint,75.00
702,Mint,95.00
703,Mint,85.00
704,Mint,85.00
705,Mint,75.00
706,Mint,75.00
707,Mint,95.00
708,Mint,75.00
709,Mint,75.00
710,Mint,75.00
711,Mint,75.00
712,Mint,75.00
713,Mint,75.00
714,Mint,75.00
715,Mint,55.00
716,Mint,73.00
717,Mint,73.00
718,Mint,73.00
719,Mint,55.00
720,Mint,65.00
721,Mint,65.00
722,Mint,55.00
723,Mint,53.00
724,Mint,65.00
725,Mint,65.00
726,Mint,65.00
727,Mint,65.00
728,Mint,75.00
729,Mint,65.00
730,Mint,65.00
731,Mint,65.00
732,Mint,65.00
733,Mint,65.00
734,Mint,65.00
735,Mint,63.00
736,Mint,65.00
737,Mint,65.00
738,Mint,75.00
739,Mint,73.00
740,Mint,75.00
741,Mint,65.00
742,Mint,65.00
743,Mint,65.00
744,Mint,65.00
745,Mint,65.00
746,Mint,65.00
747,Mint,65.00
748,Mint,63.00
749,Mint,73.00
750,Mint,73.00
751,Mint,73.00
752,Mint,73.00
753,Mint,73.00
754,Mint,63.00
755,Mint,65.00
756,Mint,63.00
757,Mint,65.00
758,Mint,65.00
759,Mint,75.00
760,Mint,65.00
761,Mint,73.00
762,Mint,73.00
763,Mint,73.00
764,Mint,75.00
765,Mint,75.00
766,Mint,75.00
767,Mint,75.00
768,Mint,78.00
769,Mint,78.00
770,Mint,78.00
771,Mint,78.00
772,Mint,68.00
773,Mint,78.00
774,Mint,78.00
775,Mint,78.00
776,Mint,78.00
777,Mint,78.00
778,Mint,78.00
779,Mint,78.00
780,Mint,73.00
781,Mint,73.00
782,Mint,73.00
783,Mint,73.00
784,Mint,73.00
785,Mint,73.00
786,Mint,73.00
787,Mint,73.00
788,Mint,73.00
789,Mint,73.00
790,Mint,73.00
791,Mint,73.00
792,Mint,73.00
793,Mint,73.00
794,Mint,73.00
795,Mint,73.00
796,Mint,73.00
797,Mint,73.00
798,Mint,73.00
799,Mint,68.00
800,Mint,68.00
801,Mint,68.00
802,Mint,68.00
803,Mint,68.00
804,Mint,63.00
805,Mint,63.00
806,Mint,63.00
807,Mint,63.00
808,Mint,63.00
809,Mint,63.00
810,Mint,63.00
811,Mint,63.00
812,Mint,63.00
813,Mint,63.00
814,Mint,63.00
815,Mint,53.00
816,Mint,63.00
817,Mint,63.00
818,Mint,63.00
819,Mint,63.00
820,Mint,63.00
821,Mint,63.00
822,Mint,63.00
823,Mint,63.00
824,Mint,63.00
825,Mint,63.00
826,Mint,63.00
827,Mint,63.00
828,Mint,63.00
829,Mint,68.00
830,Mint,63.00
831,Mint,65.00
832,Mint,63.00
833,Mint,63.00
834,Mint,63.00
835,Mint,63.00
836,Mint,63.00
837,Mint,63.00
838,Mint,63.00
839,Mint,63.00
840,Mint,63.00
841,Mint,63.00
842,Mint,63.00
843,Mint,63.00
844,Mint,63.00
845,Mint,63.00
846,Mint,63.00
847,Mint,63.00
848,Mint,63.00
849,Mint,63.00
850,Mint,63.00
851,Mint,63.00
852,Mint,63.00
853,Mint,63.00
854,Mint,63.00
855,Mint,63.00
856,Mint,63.00
857,Mint,63.00
858,Mint,63.00
859,Mint,63.00
860,Mint,63.00
861,Mint,93.00
862,Mint,93.00
863,Mint,93.00
864,Mint,93.00
865,Mint,93.00
866,Mint,93.00
867,Mint,93.00
868,Mint,93.00
869,Mint,93.00
870,Mint,93.00
871,Mint,93.00
872,Mint,93.00
873,Mint,93.00
874,Mint,93.00
875,Mint,93.00
876,Mint,93.00
877,Mint,93.00
878,Mint,93.00
879,Mint,93.00
880,Mint,93.00
881,Mint,93.00
882,Mint,93.00
883,Mint,93.00
884,Mint,93.00
885,Mint,93.00
886,Mint,93.00
887,Mint,83.00
888,Mint,83.00
889,Mint,83.00
890,Mint,83.00
891,Mint,83.00
892,Mint,83.00
893,Mint,83.00
894,Mint,83.00
895,Mint,83.00
896,Mint,83.00
897,Mint,83.00
898,Mint,83.00
899,Mint,83.00
900,Mint,83.00
901,Mint,83.00
902,Mint,83.00
903,Mint,83.00
904,Mint,83.00
905,Mint,83.00
906,Mint,83.00
907,Mint,83.00
908,Mint,83.00
909,Mint,83.00
910,Mint,83.00
911,Mint,83.00
912,Mint,83.00
913,Mint,83.00
914,Mint,83.00
915,Mint,83.00
916,Mint,83.00
917,Mint,83.00
918,Mint,83.00
919,Mint,83.00
920,Mint,83.00
921,Mint,83.00
922,Mint,83.00
923,Mint,83.00
924,Mint,83.00
925,Mint,83.00
926,Mint,83.00
927,Mint,83.00
928,Mint,83.00
929,Mint,83.00
930,Mint,83.00
931,Mint,83.00
932,Mint,83.00
933,Mint,83.00
934,Mint,83.00
935,Mint,83.00
936,Mint,83.00
937,Mint,83.00
938,Mint,83.00
939,Mint,83.00
940,Mint,83.00
941,Mint,83.00
942,Mint,83.00
943,Mint,83.00
944,Mint,83.00
945,Mint,83.00
946,Mint,83.00
947,Mint,83.00
948,Mint,83.00
949,Mint,83.00
950,Mint,83.00
951,Mint,83.00
952,Mint,83.00
953,Mint,83.00
954,Mint,83.00
955,Mint,75.00
956,Mint,63.00
957,Mint,75.00
958,Mint,63.00
959,Mint,63.00
960,Mint,63.00
961,Mint,63.00
962,Mint,63.00
963,Mint,63.00
964,Mint,63.00
965,Mint,63.00
966,Mint,63.00
967,Mint,63.00
968,Mint,63.00
969,Mint,63.00
970,Mint,63.00
971,Mint,63.00
972,Mint,63.00
973,Mint,63.00
974,Mint,63.00
975,Mint,63.00
976,Mint,63.00
977,Mint,63.00
978,Mint,63.00
979,Mint,63.00
980,Mint,63.00
981,Mint,63.00
982,Mint,63.00
983,Mint,63.00
984,Mint,63.00
985,Mint,63.00
986,Mint,63.00
987,Mint,63.00
988,Mint,63.00
989,Mint,63.00
990,Mint,63.00
991,Mint,95.00
992,Mint,95.00
993,Mint,95.00
994,Mint,95.00
995,Mint,95.00
996,Mint,95.00
997,Mint,95.00
998,Mint,95.00
999,Mint,95.00
1000,Mint,95.00
1001,Mint,73.00
1002,Mint,73.00
1003,Mint,95.00
1004,Mint,95.00
1005,Mint,95.00
1006,Mint,95.00
1007,Mint,95.00
1008,Mint,95.00
1009,Mint,95.00
1010,Mint,95.00
1011,Mint,95.00
1012,Mint,95.00
1013,Mint,95.00
1014,Mint,95.00
1015,Mint,95.00
1016,Mint,95.00
1017,Mint,95.00
1018,Mint,95.00
1019,Mint,95.00
1020,Mint,95.00
1021,Mint,95.00
1022,Mint,95.00
1023,Mint,95.00
1024,Mint,95.00
1025,Mint,95.00
1026,Mint,95.00
1027,Mint,105.00
1028,Mint,95.00
1029,Mint,95.00
1030,Mint,95.00
1031,Mint,95.00
1032,Mint,95.00
1033,Mint,105.00
1034,Mint,95.00
1035,Mint,95.00
1036,Mint,95.00
1037,Mint,95.00
1038,Mint,95.00
1039,Mint,95.00
1040,Mint,95.00
1041,Mint,95.00
1042,Mint,95.00
1043,Mint,95.00
1044,Mint,95.00
1045,Mint,95.00
1046,Mint,95.00
1047,Mint,95.00
1048,Mint,95.00
1049,Mint,95.00
1050,Mint,95.00
1051,Mint,95.00
1052,Mint,95.00
1053,Mint,95.00
1054,Mint,95.00
1055,Mint,95.00
1056,Mint,95.00
1057,Mint,95.00
1058,Mint,95.00
1059,Mint,95.00
1060,Mint,95.00
1061,Mint,95.00
1062,Mint,95.00
1063,Mint,95.00
1064,Mint,95.00
1065,Mint,95.00
1066,Mint,95.00
1067,Mint,95.00
1068,Mint,95.00
1069,Mint,95.00
1070,Mint,95.00
1071,Mint,95.00
1072,Mint,95.00
1073,Mint,95.00
1074,Mint,95.00
1075,Mint,95.00
1076,Mint,95.00
1077,Mint,95.00
1078,Mint,95.00
1079,Mint,95.00
1080,Mint,95.00
1081,Mint,95.00
1082,Mint,95.00
1083,Mint,95.00
1084,Mint,95.00
1085,Mint,95.00
1086,Mint,95.00
1087,Mint,105.00
1088,Mint,95.00
1089,Mint,95.00
1090,Mint,95.00
1091,Mint,95.00
1092,Mint,95.00
1093,Mint,95.00
1094,Mint,95.00
1095,Mint,95.00
1096,Mint,95.00
1097,Mint,95.00
1098,Mint,95.00
1099,Mint,95.00
1100,Mint,95.00
1101,Mint,95.00
1102,Mint,95.00
1103,Mint,95.00
1104,Mint,95.00
1105,Mint,95.00
1106,Mint,95.00
1107,Mint,95.00
1108,Mint,95.00
1109,Mint,95.00
1110,Mint,95.00
1111,Mint,95.00
1112,Mint,95.00
1113,Mint,95.00
1114,Mint,95.00
1115,Mint,95.00
1116,Mint,95.00
1117,Mint,95.00
1118,Mint,95.00
1119,Mint,95.00
1120,Mint,95.00
1121,Mint,95.00
1122,Mint,95.00
1123,Mint,95.00
1124,Mint,95.00
1125,Mint,95.00
1126,Mint,95.00
1127,Mint,95.00
1128,Mint,95.00
1129,Mint,95.00
1130,Mint,95.00
1131,Mint,95.00
1132,Mint,95.00
1133,Mint,95.00
1134,Mint,95.00
1135,Mint,95.00
1136,Mint,95.00
1137,Mint,95.00
1138,Mint,95.00
1139,Mint,95.00
1140,Mint,95.00
1141,Mint,95.00
1142,Mint,95.00
1143,Mint,95.00
1144,Mint,95.00
1145,Mint,95.00
1146,Mint,95.00
1147,Mint,95.00
1148,Mint,95.00
1149,Mint,95.00
1150,Mint,95.00
1151,Mint,95.00
1152,Mint,95.00
1153,Mint,95.00
1154,Mint,95.00
1155,Mint,95.00
1156,Mint,95.00
1157,Mint,95.00
1158,Mint,95.00
1159,Mint,95.00
1160,Mint,95.00
1161,Mint,95.00
1162,Mint,95.00
1163,Mint,95.00
1164,Mint,95.00
1165,Mint,95.00
1166,Mint,95.00
1167,Mint,95.00
1168,Mint,95.00
1169,Mint,95.00
1170,Mint,95.00
1171,Mint,95.00
1172,Mint,95.00
1173,Mint,95.00
1174,Mint,95.00
1175,Mint,95.00
1176,Mint,95.00
1177,Mint,95.00
1178,Mint,95.00
1179,Mint,95.00
1180,Mint,95.00
1181,Mint,95.00
1182,Mint,95.00
1183,Mint,95.00
1184,Mint,105.00
1185,Mint,105.00
1186,Mint,105.00
1187,Mint,105.00
1188,Mint,105.00
1189,Mint,105.00
1190,Mint,105.00
1191,Mint,105.00
1192,Mint,105.00
1193,Mint,105.00
1194,Mint,105.00
1195,Mint,105.00
1196,Mint,105.00
1197,Mint,105.00
1198,Mint,105.00
1199,Mint,105.00
1200,Mint,105.00
